workerId,list,category,pair,how many,eventCat,event
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,38,2,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,22,4,kindness,recognizing
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,26,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,31,3,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,12,1,utterance,speaking
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,1,2,contact,kissing
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,38,5,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,33,3,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,23,1,kindness,supporting
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,21,1,kindness,helping
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,14,1,utterance,addressing
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,30,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,3,1,contact,hugging
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,2,3,contact,kicking
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,17,1,kindness,assisting
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,28,3,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,33,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,16,1,kindness,approving
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,25,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,7,3,contact,shaking
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,19,1,kindness,encouraging
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,34,12,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,6,2,contact,poking
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,36,2,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,27,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,25,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,39,2,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,32,5,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,29,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,31,30,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,28,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,10,1,utterance,lecturing
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,13,1,utterance,presenting
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,5,1,contact,cuddling
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,36,3,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,32,6,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,4,1,contact,embracing
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,30,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,9,1,utterance,thanking
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,29,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,15,1,kindness,advising
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,26,3,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,LVC,11,1,utterance,talking
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,34,4,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,20,100,kindness,condoling
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,39,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,35,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,37,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,8,1,utterance,scolding
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,35,2,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,27,1,filler,filler
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,1,BV,24,20,kindness,respecting
e5838a286dffc135eaea05aae0e7168de988af9820f218e463c3f264,3,filler,37,3,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,18,2,kindness,assuring
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,38,50,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,22,1,kindness,recognizing
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,26,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,31,40,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,12,1,utterance,speaking
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,1,1,contact,kissing
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,38,3,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,33,6,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,23,2,kindness,supporting
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,21,3,kindness,helping
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,14,1,utterance,addressing
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,30,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,3,1,contact,hugging
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,2,2,contact,kicking
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,17,1,kindness,assisting
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,28,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,33,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,16,1,kindness,approving
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,25,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,7,1,contact,shaking
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,19,1,kindness,encouraging
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,34,5,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,6,1,contact,poking
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,36,2,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,27,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,25,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,39,20,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,32,7,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,29,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,31,200,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,28,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,10,1,utterance,lecturing
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,13,1,utterance,presenting
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,5,1,contact,cuddling
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,36,30,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,32,8,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,4,1,contact,embracing
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,30,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,9,3,utterance,thanking
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,29,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,15,2,kindness,advising
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,26,18,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,LVC,11,1,utterance,talking
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,34,13,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,20,400,kindness,condoling
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,39,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,35,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,37,6,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,8,1,utterance,scolding
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,35,4,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,27,1,filler,filler
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,1,BV,24,60,kindness,respecting
3632c5c90db84b526812077bddc92b942ff2f86d73787cc21fa8ed44,3,filler,37,2,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,18,2,kindness,assuring
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,38,14,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,22,11,kindness,recognizing
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,26,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,31,5,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,12,1,utterance,speaking
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,1,1,contact,kissing
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,38,20,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,33,4,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,23,10,kindness,supporting
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,21,4,kindness,helping
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,14,1,utterance,addressing
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,30,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,3,1,contact,hugging
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,2,4,contact,kicking
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,17,30,kindness,assisting
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,28,2,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,33,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,16,1,kindness,approving
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,25,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,7,6,contact,shaking
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,19,30,kindness,encouraging
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,34,20,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,6,1,contact,poking
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,36,2,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,27,2,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,25,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,39,9,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,32,6,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,29,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,31,1000,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,28,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,10,1,utterance,lecturing
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,13,2,utterance,presenting
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,5,1,contact,cuddling
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,36,200,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,32,20,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,4,2,contact,embracing
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,30,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,9,10,utterance,thanking
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,29,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,15,3,kindness,advising
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,26,100,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,LVC,11,1,utterance,talking
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,34,10,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,20,1000,kindness,condoling
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,39,1,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,35,3,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,37,10,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,8,2,utterance,scolding
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,35,10,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,27,50,filler,filler
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,1,BV,24,5,kindness,respecting
6a0c67883bf62c33298aef83d4187438219706e04b157bbbed7d8691,3,filler,37,100,filler,filler
696a71f6b185d07c114fe5b020427439dc8f314bac2d718cec61e88f,1,BV,18,1,kindness,assuring
696a71f6b185d07c114fe5b020427439dc8f314bac2d718cec61e88f,3,filler,38,4,filler,filler
696a71f6b185d07c114fe5b020427439dc8f314bac2d718cec61e88f,1,BV,22,6,kindness,recognizing
